id,league,season,club_name,home_away,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
71,EPL,2014,Aston Villa,a,0.192439,0.801741,0.192439,0.801741,6.611111111111111,6.027027027027027,2,6,1,0,0.6592,w,2014-12-02 20:00:00,1,0,0,3,-0.609302
71,EPL,2014,Aston Villa,h,1.97697,1.0083,1.97697,1.0083,6.428571428571429,9.342857142857143,7,6,2,1,2.0575,w,2014-12-07 16:00:00,1,0,0,3,0.9686699999999999
71,EPL,2014,Aston Villa,a,0.266303,1.4373,0.266303,1.4373,15.538461538461538,8.235294117647058,4,3,0,1,0.3204,l,2014-12-13 15:00:00,0,0,1,0,-1.170997
71,EPL,2014,Aston Villa,h,0.575806,1.06851,0.575806,1.06851,23.153846153846153,10.631578947368421,3,7,1,1,0.8913,d,2014-12-20 15:00:00,0,1,0,1,-0.49270400000000003
71,EPL,2014,Aston Villa,a,1.41578,0.601468,1.41578,0.601468,14.631578947368421,13.428571428571429,10,6,0,1,2.0369,l,2014-12-26 15:00:00,0,0,1,0,0.814312
71,EPL,2014,Aston Villa,h,0.650993,0.845626,0.650993,0.845626,18.0,13.1,7,6,0,0,1.1384999999999998,d,2014-12-28 15:00:00,0,1,0,1,-0.19463299999999994
71,EPL,2014,Aston Villa,h,1.38709,0.575995,1.38709,0.575995,4.962962962962963,15.541666666666666,7,4,0,0,2.0644,d,2015-01-01 15:00:00,0,1,0,1,0.8110949999999999
71,EPL,2014,Aston Villa,a,0.606149,2.36522,0.606149,2.36522,6.315789473684211,6.909090909090909,8,5,0,1,0.2633,l,2015-01-10 15:00:00,0,0,1,0,-1.7590709999999998
71,EPL,2014,Aston Villa,h,0.845309,1.54424,0.845309,1.54424,11.0,7.464285714285714,14,7,0,2,0.7783,l,2015-01-17 15:00:00,0,0,1,0,-0.6989310000000001
71,EPL,2014,Aston Villa,a,0.714521,2.35805,0.714521,1.59688,13.6,19.27777777777778,6,5,0,5,0.3085,l,2015-02-01 13:30:00,0,0,1,0,-0.8823590000000001
71,EPL,2014,Aston Villa,h,0.707847,1.11662,0.707847,1.11662,17.88235294117647,20.125,5,7,1,2,0.9545000000000001,l,2015-02-07 15:00:00,0,0,1,0,-0.40877299999999994
71,EPL,2014,Aston Villa,a,0.423817,0.985975,0.423817,0.985975,7.277777777777778,10.08,2,5,0,2,0.7621,l,2015-02-10 19:45:00,0,0,1,0,-0.562158
71,EPL,2014,Aston Villa,h,0.234004,1.11955,0.234004,0.358377,11.75,9.944444444444445,4,3,1,2,0.3713,l,2015-02-21 15:00:00,0,0,1,0,-0.12437300000000001
71,EPL,2014,Aston Villa,a,0.773437,0.93198,0.773437,0.93198,7.363636363636363,13.538461538461538,6,0,0,1,1.1585,l,2015-02-28 15:00:00,0,0,1,0,-0.158543
71,EPL,2014,Aston Villa,h,1.9201,0.905628,1.15893,0.905628,8.285714285714286,19.214285714285715,6,5,2,1,2.19,w,2015-03-03 19:45:00,1,0,0,3,0.253302
71,EPL,2014,Aston Villa,a,1.50195,0.472898,1.50195,0.472898,10.31578947368421,8.088235294117647,3,9,4,0,2.2547,w,2015-03-14 15:00:00,1,0,0,3,1.0290519999999999
71,EPL,2014,Aston Villa,h,0.762371,1.90437,0.762371,1.90437,12.0,7.7727272727272725,7,5,0,1,0.52,l,2015-03-21 15:00:00,0,0,1,0,-1.1419989999999998
71,EPL,2014,Aston Villa,a,0.311787,1.9836,0.311787,1.9836,25.071428571428573,3.5454545454545454,3,11,1,3,0.244,l,2015-04-04 15:00:00,0,0,1,0,-1.671813
71,EPL,2014,Aston Villa,h,1.86698,1.43061,1.86698,1.43061,6.5,8.863636363636363,5,3,3,3,1.6745,d,2015-04-07 19:45:00,0,1,0,1,0.43637000000000015
71,EPL,2014,Aston Villa,a,0.860976,0.621738,0.860976,0.621738,6.868421052631579,5.62962962962963,4,4,1,0,1.5858,w,2015-04-11 15:00:00,1,0,0,3,0.23923799999999995
71,EPL,2014,Aston Villa,a,0.901376,1.1892,0.901376,1.1892,12.0,16.166666666666668,2,7,2,3,1.0799,l,2015-04-25 17:30:00,0,0,1,0,-0.2878240000000001
71,EPL,2014,Aston Villa,h,1.56179,1.4049,1.56179,0.643736,8.142857142857142,18.818181818181817,3,5,3,2,1.4733,w,2015-05-02 15:00:00,1,0,0,3,0.918054
71,EPL,2014,Aston Villa,h,1.26585,0.149381,1.26585,0.149381,12.857142857142858,12.11111111111111,9,2,1,0,2.4616,w,2015-05-09 15:00:00,1,0,0,3,1.116469
71,EPL,2014,Aston Villa,a,1.18593,3.59558,1.18593,3.59558,18.875,10.535714285714286,3,6,1,6,0.20450000000000002,l,2015-05-16 12:45:00,0,0,1,0,-2.40965
71,EPL,2014,Aston Villa,h,0.654751,0.66113,0.654751,0.66113,10.8,19.642857142857142,5,6,0,1,1.2610999999999999,l,2015-05-24 15:00:00,0,0,1,0,-0.0063790000000000235
72,EPL,2014,Everton,a,0.613273,1.2783,0.613273,1.2783,11.6875,14.48,15,1,2,2,0.7617,d,2014-08-16 15:00:00,0,1,0,1,-0.665027
72,EPL,2014,Everton,h,1.33429,1.43355,1.33429,1.43355,15.882352941176471,7.787878787878788,3,8,2,2,1.2790000000000001,d,2014-08-23 17:30:00,0,1,0,1,-0.09926000000000013
72,EPL,2014,Everton,h,1.4491,2.02665,1.4491,2.02665,6.185185185185185,10.586206896551724,11,7,3,6,0.9794,l,2014-08-30 17:30:00,0,0,1,0,-0.57755
72,EPL,2014,Everton,a,0.807492,0.602059,0.807492,0.602059,19.153846153846153,9.382352941176471,4,6,2,0,1.543,w,2014-09-13 15:00:00,1,0,0,3,0.20543299999999998
72,EPL,2014,Everton,h,2.56122,1.62886,1.80005,0.867691,5.2105263157894735,22.95,14,4,2,3,2.067,l,2014-09-21 16:00:00,0,0,1,0,0.9323589999999999
72,EPL,2014,Everton,a,0.475885,1.5286,0.475885,1.5286,10.85,12.0,3,8,1,1,0.5026999999999999,d,2014-09-27 12:45:00,0,1,0,1,-1.052715
72,EPL,2014,Everton,a,2.13558,1.6239,1.37441,1.6239,13.45,7.444444444444445,7,4,1,2,1.7560999999999998,l,2014-10-05 12:00:00,0,0,1,0,-0.24949
72,EPL,2014,Everton,h,1.67016,0.37205,1.67016,0.37205,16.083333333333332,17.25,7,6,3,0,2.4744,w,2014-10-18 15:00:00,1,0,0,3,1.29811
72,EPL,2014,Everton,a,1.32187,1.55564,1.32187,1.55564,14.23076923076923,13.290322580645162,2,6,3,1,1.141,w,2014-10-26 13:30:00,1,0,0,3,-0.2337699999999998
72,EPL,2014,Everton,h,1.14779,0.694419,1.14779,0.694419,4.90625,13.181818181818182,16,4,0,0,1.7590000000000001,d,2014-11-01 15:00:00,0,1,0,1,0.4533710000000001
72,EPL,2014,Everton,a,1.31898,0.508326,0.557814,0.508326,8.32,11.478260869565217,7,4,1,1,2.1679999999999997,d,2014-11-09 13:30:00,0,1,0,1,0.04948800000000009
72,EPL,2014,Everton,h,1.82651,1.11958,1.82651,1.11958,5.285714285714286,13.857142857142858,9,4,2,1,1.9317000000000002,w,2014-11-22 15:00:00,1,0,0,3,0.7069300000000001
72,EPL,2014,Everton,a,0.934335,1.13109,0.934335,1.13109,13.375,12.2,4,1,1,2,1.1608,l,2014-11-30 16:00:00,0,0,1,0,-0.1967549999999999
72,EPL,2014,Everton,h,1.27965,0.29547,1.27965,0.29547,11.294117647058824,8.805555555555555,7,1,1,1,2.2666999999999997,d,2014-12-03 19:45:00,0,1,0,1,0.9841799999999999
72,EPL,2014,Everton,a,0.385845,2.2487,0.385845,1.48753,9.434782608695652,10.0,5,17,0,1,0.1949,l,2014-12-06 17:30:00,0,0,1,0,-1.101685
72,EPL,2014,Everton,h,0.747708,0.972265,0.747708,0.972265,8.0,10.214285714285714,5,4,3,1,1.1068,w,2014-12-15 20:00:00,1,0,0,3,-0.224557
72,EPL,2014,Everton,a,0.597999,2.21266,0.597999,2.21266,16.25,8.137931034482758,2,4,0,3,0.3002,l,2014-12-20 15:00:00,0,0,1,0,-1.6146610000000001
72,EPL,2014,Everton,h,1.00929,1.39552,1.00929,0.634351,5.518518518518518,14.789473684210526,4,2,0,1,0.9777,l,2014-12-26 15:00:00,0,0,1,0,0.374939
72,EPL,2014,Everton,a,1.07321,1.71345,1.07321,1.71345,18.714285714285715,7.15625,5,10,2,3,0.8723,l,2014-12-28 16:15:00,0,0,1,0,-0.6402399999999999
72,EPL,2014,Everton,a,0.957698,1.95682,0.957698,1.95682,6.454545454545454,7.689655172413793,7,10,0,2,0.6689,l,2015-01-01 15:00:00,0,0,1,0,-0.999122
72,EPL,2014,Everton,h,0.95041,1.50724,0.95041,1.50724,11.454545454545455,8.181818181818182,1,22,1,1,0.8880999999999999,d,2015-01-10 15:00:00,0,1,0,1,-0.5568299999999999
72,EPL,2014,Everton,h,1.4927,0.196316,0.73153,0.196316,7.5,19.125,10,3,0,0,2.5705,d,2015-01-19 20:00:00,0,1,0,1,0.5352140000000001
72,EPL,2014,Everton,a,1.35977,1.21034,1.35977,1.21034,8.36,7.642857142857143,1,6,1,0,1.4587999999999999,w,2015-01-31 15:00:00,1,0,0,3,0.14942999999999995
72,EPL,2014,Everton,h,0.227711,1.03601,0.227711,1.03601,13.23076923076923,17.0,4,6,0,0,0.5751,d,2015-02-07 17:30:00,0,1,0,1,-0.8082990000000001
72,EPL,2014,Everton,a,0.706994,0.89846,0.706994,0.89846,10.904761904761905,16.714285714285715,2,13,0,1,1.1806999999999999,l,2015-02-11 19:45:00,0,0,1,0,-0.19146600000000003
72,EPL,2014,Everton,h,2.05032,1.99519,2.05032,1.99519,11.055555555555555,13.208333333333334,13,5,2,2,1.4097,d,2015-02-22 14:05:00,0,1,0,1,0.05513000000000012
72,EPL,2014,Everton,a,0.367813,1.39298,0.367813,1.39298,5.896551724137931,10.4,2,7,0,2,0.49,l,2015-03-01 14:05:00,0,0,1,0,-1.0251670000000002
72,EPL,2014,Everton,a,0.418315,1.03921,0.418315,1.03921,8.95,13.210526315789474,5,3,0,2,0.6803,l,2015-03-04 19:45:00,0,0,1,0,-0.620895
72,EPL,2014,Everton,h,2.25807,0.809194,1.49698,0.809194,7.419354838709677,15.777777777777779,9,4,3,0,2.4509,w,2015-03-15 16:00:00,1,0,0,3,0.687786
72,EPL,2014,Everton,a,0.839996,1.39318,0.839996,1.39318,5.592592592592593,5.032258064516129,9,18,2,1,0.8868,w,2015-03-22 16:00:00,1,0,0,3,-0.5531840000000001
72,EPL,2014,Everton,h,1.02048,0.533646,1.02048,0.533646,8.52,4.435897435897436,3,6,1,0,1.8835000000000002,w,2015-04-04 15:00:00,1,0,0,3,0.4868340000000001
72,EPL,2014,Everton,a,0.842056,1.09678,0.842056,0.335615,12.619047619047619,9.833333333333334,9,4,1,1,1.0187,d,2015-04-11 12:45:00,0,1,0,1,0.506441
72,EPL,2014,Everton,h,2.36114,1.06159,1.59997,1.06159,6.166666666666667,14.095238095238095,14,5,1,0,2.3091,w,2015-04-18 15:00:00,1,0,0,3,0.5383799999999999
72,EPL,2014,Everton,h,1.07922,0.750462,1.07922,0.750462,16.4375,5.620689655172414,2,8,3,0,1.6700000000000002,w,2015-04-26 13:30:00,1,0,0,3,0.3287580000000001
72,EPL,2014,Everton,a,1.4049,1.56179,0.643736,1.56179,18.818181818181817,8.142857142857142,5,3,2,3,1.2105,l,2015-05-02 15:00:00,0,0,1,0,-0.918054
72,EPL,2014,Everton,h,1.14341,1.19799,1.14341,1.19799,4.705882352941177,15.571428571428571,18,2,0,2,1.2466,l,2015-05-09 12:45:00,0,0,1,0,-0.05458000000000007
72,EPL,2014,Everton,a,2.07078,0.813296,2.07078,0.813296,7.7272727272727275,17.642857142857142,6,12,2,1,2.3333,w,2015-05-16 15:00:00,1,0,0,3,1.257484
72,EPL,2014,Everton,h,0.646215,1.39049,0.646215,1.39049,10.8,9.625,9,7,0,1,0.7365999999999999,l,2015-05-24 15:00:00,0,0,1,0,-0.744275
74,EPL,2014,Southampton,a,1.55248,1.33192,1.55248,1.33192,11.13888888888889,11.333333333333334,9,6,1,2,1.5269,l,2014-08-17 13:30:00,0,0,1,0,0.2205600000000001
74,EPL,2014,Southampton,h,0.665853,0.665791,0.665853,0.665791,7.444444444444445,12.391304347826088,5,2,0,0,1.2772000000000001,d,2014-08-23 15:00:00,0,1,0,1,6.20000000000065e-05
74,EPL,2014,Southampton,a,1.57513,0.635223,1.57513,0.635223,7.076923076923077,27.666666666666668,11,0,3,1,2.1543,w,2014-08-30 15:00:00,1,0,0,3,0.9399069999999999
74,EPL,2014,Southampton,h,2.11739,1.15026,2.11739,1.15026,11.8,20.555555555555557,4,1,4,0,2.1463,w,2014-09-13 15:00:00,1,0,0,3,0.9671299999999998
74,EPL,2014,Southampton,a,0.750244,0.520262,0.750244,0.520262,7.823529411764706,17.58823529411765,7,2,1,0,1.4978,w,2014-09-20 15:00:00,1,0,0,3,0.22998200000000002
74,EPL,2014,Southampton,h,2.34463,0.456323,2.34463,0.456323,9.545454545454545,14.555555555555555,8,3,2,1,2.6530000000000005,w,2014-09-27 15:00:00,1,0,0,3,1.888307
74,EPL,2014,Southampton,a,1.14587,0.898735,1.14587,0.898735,6.8076923076923075,11.857142857142858,6,3,0,1,1.5762,l,2014-10-05 14:05:00,0,0,1,0,0.247135
74,EPL,2014,Southampton,h,3.71097,0.92175,3.71097,0.92175,10.36,24.727272727272727,16,3,8,0,2.8157,w,2014-10-18 15:00:00,1,0,0,3,2.7892200000000003
74,EPL,2014,Southampton,h,1.3758,0.867568,1.3758,0.867568,8.130434782608695,21.3125,8,0,1,0,1.7481999999999998,w,2014-10-25 15:00:00,1,0,0,3,0.5082319999999999
74,EPL,2014,Southampton,a,1.90484,0.256678,1.90484,0.256678,8.241379310344827,25.615384615384617,5,10,1,0,2.6974,w,2014-11-01 15:00:00,1,0,0,3,1.6481620000000001
74,EPL,2014,Southampton,h,1.00528,0.540434,1.00528,0.540434,7.391304347826087,20.88235294117647,9,1,2,0,1.7601,w,2014-11-08 15:00:00,1,0,0,3,0.464846
74,EPL,2014,Southampton,a,0.863156,1.13228,0.863156,1.13228,6.2,20.857142857142858,14,3,1,1,1.0588,d,2014-11-24 20:00:00,0,1,0,1,-0.2691239999999999
74,EPL,2014,Southampton,h,0.804381,2.13214,0.804381,2.13214,9.25,10.071428571428571,3,8,0,3,0.4357,l,2014-11-30 13:30:00,0,0,1,0,-1.3277590000000001
74,EPL,2014,Southampton,a,0.570955,2.37332,0.570955,2.37332,11.91304347826087,8.25,3,13,0,1,0.2734,l,2014-12-03 19:45:00,0,0,1,0,-1.802365
74,EPL,2014,Southampton,h,1.8287,0.799261,1.8287,0.799261,6.7105263157894735,18.125,9,2,1,2,2.1603,l,2014-12-08 20:00:00,0,0,1,0,1.029439
74,EPL,2014,Southampton,a,1.713,0.396158,0.951835,0.396158,7.315789473684211,8.03225806451613,7,2,0,1,2.4957000000000003,l,2014-12-13 15:00:00,0,0,1,0,0.555677
74,EPL,2014,Southampton,h,2.21266,0.597999,2.21266,0.597999,8.137931034482758,16.25,4,2,3,0,2.5607,w,2014-12-20 15:00:00,1,0,0,3,1.6146610000000001
74,EPL,2014,Southampton,a,1.30288,0.379447,1.30288,0.379447,12.25,11.541666666666666,3,4,3,1,2.1896,w,2014-12-26 15:00:00,1,0,0,3,0.9234330000000001
74,EPL,2014,Southampton,h,0.528455,0.521788,0.528455,0.521788,11.958333333333334,10.454545454545455,1,21,1,1,1.3173000000000001,d,2014-12-28 14:05:00,0,1,0,1,0.0066669999999999785
74,EPL,2014,Southampton,h,2.41442,0.849285,2.41442,0.849285,10.4,13.222222222222221,5,4,2,0,2.4638,w,2015-01-01 15:00:00,1,0,0,3,1.5651349999999997
74,EPL,2014,Southampton,a,1.15706,1.19228,1.15706,1.19228,20.0,9.6,5,4,1,0,1.2969,w,2015-01-11 16:00:00,1,0,0,3,-0.03522000000000003
74,EPL,2014,Southampton,a,0.432026,0.856732,0.432026,0.856732,12.791666666666666,7.653846153846154,2,4,2,1,0.8813,w,2015-01-17 17:30:00,1,0,0,3,-0.42470600000000003
74,EPL,2014,Southampton,h,1.62682,0.262557,1.62682,0.262557,11.08695652173913,35.1,11,1,0,1,2.4931,l,2015-02-01 16:00:00,0,0,1,0,1.364263
74,EPL,2014,Southampton,a,0.963892,1.03037,0.963892,1.03037,6.444444444444445,9.636363636363637,10,5,1,0,1.2779,w,2015-02-07 15:00:00,1,0,0,3,-0.06647800000000004
